Datetime,Open,High,Low,Close,Volume
7/5/2024 0:00,2356.845,2357.555,2356.12,2357.125,858
7/5/2024 0:15,2357.215,2357.63,2356.72,2357.08,887
7/5/2024 0:30,2357.05,2358.93,2356.935,2358.38,1256
7/5/2024 0:45,2358.375,2359.125,2358.06,2358.935,1578
7/5/2024 1:00,2358.93,2360.4,2358.245,2359.685,2105
7/5/2024 1:15,2359.675,2360.19,2357.605,2357.85,2252
7/5/2024 1:30,2357.84,2358.41,2357.225,2358.28,1652
7/5/2024 1:45,2358.265,2359.435,2356.965,2358.47,1797
7/5/2024 2:00,2358.485,2361.105,2358.16,2360.21,1575
7/5/2024 2:15,2360.215,2362.165,2359.565,2361.71,1094
7/5/2024 2:30,2361.725,2363.2,2361,2361.675,2226
7/5/2024 2:45,2361.67,2363.17,2359.91,2360.535,1642
7/5/2024 3:00,2360.53,2362.405,2360.285,2361.165,1471
7/5/2024 3:15,2361.17,2361.675,2360.44,2361.195,1683
7/5/2024 3:30,2361.255,2361.365,2359.65,2360.83,1337
7/5/2024 3:45,2360.825,2362.13,2360.1,2361.88,839
7/5/2024 4:00,2361.875,2362.535,2361.455,2362.505,1030
7/5/2024 4:15,2362.5,2363.065,2361.69,2362.91,783
7/5/2024 4:30,2362.915,2363.08,2362.195,2362.665,885
7/5/2024 4:45,2362.675,2364.75,2362.37,2364.03,976
7/5/2024 5:00,2364.015,2364.19,2362.685,2363.36,928
7/5/2024 5:15,2363.365,2363.955,2362.795,2362.795,1008
7/5/2024 5:30,2362.8,2364.23,2362.8,2363.885,1683
7/5/2024 5:45,2363.83,2365.075,2363.72,2364.81,1691
7/5/2024 6:00,2364.82,2366.38,2364.765,2365.67,2063
7/5/2024 6:15,2365.665,2366.1,2363.845,2364.025,2108
7/5/2024 6:30,2364.025,2365.17,2363.665,2364.16,2098
7/5/2024 6:45,2364.09,2365.19,2363.705,2364.03,2051
7/5/2024 7:00,2364.015,2365.005,2362.755,2364.435,1630
7/5/2024 7:15,2364.47,2364.84,2362.33,2363.515,1719
7/5/2024 7:30,2363.495,2367.535,2363.055,2366.92,1916
7/5/2024 7:45,2366.93,2367.325,2364.945,2365.33,2072
7/5/2024 8:00,2365.335,2367.79,2364.71,2367.505,1853
7/5/2024 8:15,2367.6,2368.155,2366.055,2366.89,1841
7/5/2024 8:30,2366.9,2367.53,2365.665,2366.94,1391
7/5/2024 8:45,2366.9,2367.29,2365.21,2366.55,1457
7/5/2024 9:00,2366.605,2366.96,2365.53,2365.765,993
7/5/2024 9:15,2365.77,2366.41,2365.145,2365.235,1202
7/5/2024 9:30,2365.21,2365.46,2364.155,2365.235,1318
7/5/2024 9:45,2365.23,2365.37,2362.09,2362.51,1817
7/5/2024 10:00,2362.385,2363.935,2361.925,2363.175,1705
7/5/2024 10:15,2363.18,2365.105,2362.255,2364.915,1596
7/5/2024 10:30,2364.92,2365.55,2363.985,2364.325,1182
7/5/2024 10:45,2364.315,2365.16,2363.735,2365.1,1227
7/5/2024 11:00,2365.075,2365.93,2363.38,2364.05,2078
7/5/2024 11:15,2364.055,2365.17,2363.345,2365.165,1551
7/5/2024 11:30,2365.17,2365.325,2362.38,2363.665,1765
7/5/2024 11:45,2363.64,2366.085,2363.49,2365.955,2048
7/5/2024 12:00,2365.91,2367.925,2365.9,2367.055,2833
7/5/2024 12:15,2367.05,2368.605,2366.075,2366.67,3087
7/5/2024 12:30,2366.62,2376.24,2348.62,2373.01,10019
7/5/2024 12:45,2373.015,2374.085,2367.26,2372.205,6910
7/5/2024 13:00,2372.22,2380.195,2370.705,2376.93,7538
7/5/2024 13:15,2376.845,2377.05,2371.65,2374.46,5891
7/5/2024 13:30,2374.32,2385.095,2374.265,2383.98,6693
7/5/2024 13:45,2384.03,2385.24,2379.06,2383.23,6114
7/5/2024 14:00,2383.22,2383.62,2374.53,2377.095,5608
7/5/2024 14:15,2377.07,2379.825,2375.735,2378.265,4935
7/5/2024 14:30,2378.305,2384.405,2378.22,2383.48,4519
7/5/2024 14:45,2383.49,2384.515,2380.265,2380.765,4218
7/5/2024 15:00,2380.78,2383.765,2378.58,2383.16,3914
7/5/2024 15:15,2383.19,2386.4,2383.17,2384.775,3910
7/5/2024 15:30,2384.78,2388.44,2384.17,2384.54,3298
7/5/2024 15:45,2384.57,2385.88,2382.615,2384.78,3113
7/5/2024 16:00,2384.76,2387.025,2384.21,2384.715,2523
7/5/2024 16:15,2384.61,2386.425,2384.05,2385.5,2327
7/5/2024 16:30,2385.54,2387.645,2385.185,2386.005,2769
7/5/2024 16:45,2385.97,2387.445,2385.105,2386.595,1853
7/5/2024 17:00,2386.545,2389.3,2386.03,2388.69,2246
7/5/2024 17:15,2388.695,2389.765,2386.85,2389.665,2970
7/5/2024 17:30,2389.57,2389.955,2384.605,2386.37,2480
7/5/2024 17:45,2386.385,2386.87,2385.245,2385.84,2484
7/5/2024 18:00,2385.885,2387.825,2385.215,2387.51,1253
7/5/2024 18:15,2387.455,2391.175,2387.415,2390.115,1869
7/5/2024 18:30,2390.07,2392.615,2388.735,2391.86,1767
7/5/2024 18:45,2391.85,2392.515,2390.775,2391.06,1559
7/5/2024 19:00,2391.055,2392.965,2390.75,2392.61,1634
7/5/2024 19:15,2392.605,2392.65,2390.79,2390.815,1423
7/5/2024 19:30,2390.81,2390.935,2389.775,2390.475,1667
7/5/2024 19:45,2390.545,2390.64,2388.18,2388.815,2368
7/5/2024 20:00,2388.715,2389.59,2388.275,2389.47,792
7/5/2024 20:15,2389.46,2389.6,2388.68,2388.98,384
7/5/2024 20:30,2389.07,2391.745,2388.955,2391.37,350
7/5/2024 20:45,2391.355,2391.655,2390.695,2391.62,590
7/7/2024 22:00,2389.41,2390.215,2388.98,2389.305,506
7/7/2024 22:15,2389.31,2389.31,2387.275,2387.455,325
7/7/2024 22:30,2387.44,2387.79,2385.675,2387.13,462
7/7/2024 22:45,2387.12,2387.215,2385.02,2385.345,448
7/7/2024 23:00,2385.41,2386.27,2384.86,2386.125,500
7/7/2024 23:15,2386.085,2386.54,2385.92,2386.17,279
7/7/2024 23:30,2386.19,2387,2385.21,2386.6,747
7/7/2024 23:45,2386.59,2386.64,2385.77,2386.18,1168
7/8/2024 0:00,2386.17,2386.23,2384.625,2385.77,1566
7/8/2024 0:15,2385.79,2387.01,2385.79,2386.78,1052
7/8/2024 0:30,2386.705,2387.86,2386.41,2387.735,958
7/8/2024 0:45,2387.825,2387.885,2386.43,2386.775,1706
7/8/2024 1:00,2386.75,2390.53,2384.335,2389.89,3288
7/8/2024 1:15,2389.805,2391.13,2387.595,2388.885,2442
7/8/2024 1:30,2388.855,2388.95,2385.785,2386.055,3022
7/8/2024 1:45,2385.92,2386.82,2384.465,2386.555,2612
7/8/2024 2:00,2386.55,2386.6,2385.32,2385.77,1871
7/8/2024 2:15,2385.785,2387.295,2385.685,2386.925,1230
7/8/2024 2:30,2386.93,2387.225,2383.385,2383.78,2285
7/8/2024 2:45,2383.695,2384.525,2381.52,2383.015,1528
7/8/2024 3:00,2382.995,2383.76,2381.47,2383.085,1353
7/8/2024 3:15,2383.09,2384.275,2382.62,2383.76,1611
7/8/2024 3:30,2383.74,2384.07,2382.255,2382.44,1024
7/8/2024 3:45,2382.445,2383.04,2380.775,2383.02,1757
7/8/2024 4:00,2383.055,2383.995,2382.145,2383.955,1252
7/8/2024 4:15,2383.98,2383.985,2383.175,2383.38,707
7/8/2024 4:30,2383.385,2385.065,2383.275,2384.525,626
7/8/2024 4:45,2384.52,2385.085,2383.86,2384.995,675
7/8/2024 5:00,2385.075,2385.645,2384.38,2385.615,1057
7/8/2024 5:15,2385.62,2386.855,2384.835,2384.935,1409
7/8/2024 5:30,2384.97,2385.09,2382.65,2383.385,2505
7/8/2024 5:45,2383.41,2383.705,2381.64,2382.87,2277
7/8/2024 6:00,2382.885,2383.835,2380.86,2383.395,2701
7/8/2024 6:15,2383.36,2384.26,2381.245,2381.76,2090
7/8/2024 6:30,2381.745,2382.285,2379.85,2379.96,2751
7/8/2024 6:45,2379.965,2380.71,2376.815,2377.015,2801
7/8/2024 7:00,2377.005,2380.205,2376.705,2380.01,2559
7/8/2024 7:15,2379.975,2381.105,2379.835,2379.89,1852
7/8/2024 7:30,2379.855,2381.18,2378.475,2378.845,1862
7/8/2024 7:45,2378.85,2380.045,2377.965,2377.975,1596
7/8/2024 8:00,2377.965,2378.87,2377.38,2378.415,2286
7/8/2024 8:15,2378.38,2378.78,2376.455,2377.27,1460
7/8/2024 8:30,2377.245,2377.245,2372.02,2372.675,2480
7/8/2024 8:45,2372.67,2373.445,2372.005,2372.87,2195
7/8/2024 9:00,2372.865,2373.49,2370.735,2372.28,1862
7/8/2024 9:15,2372.3,2373.91,2372,2373.23,1986
7/8/2024 9:30,2373.115,2373.325,2370.51,2371.215,1828
7/8/2024 9:45,2371.22,2371.31,2368.36,2370.24,1971
7/8/2024 10:00,2370.075,2373.175,2369.74,2372.11,1852
7/8/2024 10:15,2372.065,2373.465,2371.565,2373.07,1385
7/8/2024 10:30,2373.08,2373.945,2370.965,2372.18,1650
7/8/2024 10:45,2372.06,2374.415,2372.055,2374.215,1663
7/8/2024 11:00,2374.13,2374.81,2373.065,2373.22,1700
7/8/2024 11:15,2373.245,2374.405,2372.565,2373.715,1388
7/8/2024 11:30,2373.7,2375.1,2373.06,2374.06,1509
7/8/2024 11:45,2374.055,2375.735,2373.695,2375.41,2208
7/8/2024 12:00,2375.315,2376.095,2374.385,2375.07,2333
7/8/2024 12:15,2375.08,2377.535,2374.915,2374.945,2610
7/8/2024 12:30,2374.99,2375.075,2370.37,2371.92,3098
7/8/2024 12:45,2371.935,2374.37,2371.87,2372.865,2747
7/8/2024 13:00,2372.825,2376.33,2371.175,2375.415,3933
7/8/2024 13:15,2375.51,2375.88,2373.19,2375.01,3136
7/8/2024 13:30,2375.015,2377.195,2372.22,2374.03,5643
7/8/2024 13:45,2374.075,2376.135,2370.345,2375.55,5136
7/8/2024 14:00,2375.445,2379.62,2374.935,2378.015,4721
7/8/2024 14:15,2378.035,2378.05,2374.09,2376.72,4131
7/8/2024 14:30,2376.725,2377.965,2374.97,2375.085,4064
7/8/2024 14:45,2375.09,2376.54,2373.315,2373.32,3829
7/8/2024 15:00,2373.325,2375.045,2372.265,2373.11,3374
7/8/2024 15:15,2373.165,2374.4,2369.37,2369.565,3473
7/8/2024 15:30,2369.565,2369.705,2364,2364.015,4081
7/8/2024 15:45,2364.035,2364.035,2351.09,2355.58,6327
7/8/2024 16:00,2355.365,2356.195,2351.11,2355.065,4383
7/8/2024 16:15,2355,2355.575,2352.09,2354.3,2795
7/8/2024 16:30,2354.21,2357.48,2353.815,2357.43,2198
7/8/2024 16:45,2357.425,2358.87,2357.09,2358.76,2105
7/8/2024 17:00,2358.85,2359.805,2357.73,2359.485,2825
7/8/2024 17:15,2359.38,2359.685,2355.645,2356.09,2533
7/8/2024 17:30,2356.15,2359.645,2355.94,2358.915,1785
7/8/2024 17:45,2358.675,2358.675,2356.335,2357.29,1765
7/8/2024 18:00,2357.28,2358.265,2356.505,2357.2,1336
7/8/2024 18:15,2357.205,2357.235,2355.72,2356.315,1305
7/8/2024 18:30,2356.21,2357.095,2355.885,2356.01,1442
7/8/2024 18:45,2356.025,2356.8,2354.91,2356.645,1548
7/8/2024 19:00,2356.695,2357.99,2356.2,2357.78,1234
7/8/2024 19:15,2357.77,2357.78,2356.23,2357.625,1317
7/8/2024 19:30,2357.62,2359.22,2357.015,2358.96,1378
7/8/2024 19:45,2359.035,2359.94,2358.935,2359.305,1585
7/8/2024 20:00,2359.3,2359.945,2358.755,2358.965,747
7/8/2024 20:15,2358.87,2358.9,2358.07,2358.315,410
7/8/2024 20:30,2358.325,2359.755,2358.315,2358.85,401
7/8/2024 20:45,2358.77,2359.4,2358.545,2359.26,365
7/8/2024 22:00,2359.125,2359.45,2358.93,2359.21,104
7/8/2024 22:15,2359.205,2359.67,2359.205,2359.275,214
7/8/2024 22:30,2359.195,2359.465,2359.035,2359.435,186
7/8/2024 22:45,2359.35,2359.885,2359.28,2359.885,287
7/8/2024 23:00,2359.955,2360.635,2359.935,2360.605,127
7/8/2024 23:15,2360.745,2361.21,2360.575,2360.86,221
7/8/2024 23:30,2360.885,2362.045,2360.755,2361.585,611
7/8/2024 23:45,2361.54,2362.15,2361.07,2361.86,732
7/9/2024 0:00,2361.865,2363.59,2361.475,2363.415,1293
7/9/2024 0:15,2363.405,2363.75,2361.82,2361.875,1212
7/9/2024 0:30,2361.86,2362.915,2360.87,2362.445,1243
7/9/2024 0:45,2362.455,2362.885,2361.535,2361.945,862
7/9/2024 1:00,2362.05,2365.35,2361.425,2364.26,2765
7/9/2024 1:15,2364.255,2364.375,2362.555,2363.375,2466
7/9/2024 1:30,2363.355,2365.35,2363.05,2364.415,2750
7/9/2024 1:45,2364.445,2364.71,2362.825,2363.485,2402
7/9/2024 2:00,2363.375,2363.47,2360.55,2360.835,2832
7/9/2024 2:15,2360.84,2363.755,2360.72,2363.735,1459
7/9/2024 2:30,2363.65,2365.765,2363.395,2365.605,2490
7/9/2024 2:45,2365.545,2366.785,2364.015,2364.05,1975
7/9/2024 3:00,2364.045,2366.46,2363.43,2364.38,2006
7/9/2024 3:15,2364.385,2366.005,2363.42,2363.88,1905
7/9/2024 3:30,2363.885,2365.595,2363.88,2365.215,1029
7/9/2024 3:45,2365.215,2368.045,2365.025,2367.755,1060
7/9/2024 4:00,2367.75,2368.705,2367.415,2368.31,1286
7/9/2024 4:15,2368.21,2368.825,2366.835,2367.7,1534
7/9/2024 4:30,2367.645,2367.89,2366.41,2366.93,753
7/9/2024 4:45,2367,2368.32,2366.92,2367.47,1043
7/9/2024 5:00,2367.385,2368.43,2365.845,2366.22,890
7/9/2024 5:15,2366.115,2366.195,2364.785,2365.745,1106
7/9/2024 5:30,2365.8,2366.345,2364.805,2365.705,2730
7/9/2024 5:45,2365.76,2366.13,2364.24,2364.63,2074
7/9/2024 6:00,2364.64,2365.63,2364.18,2364.435,2164
7/9/2024 6:15,2364.45,2364.95,2363.415,2364.45,2129
7/9/2024 6:30,2364.425,2365.085,2362.88,2363.4,2107
7/9/2024 6:45,2363.405,2364.315,2362.85,2364.24,1762
7/9/2024 7:00,2364.225,2364.6,2362.12,2362.35,1933
7/9/2024 7:15,2362.345,2362.67,2358.46,2359.5,2236
7/9/2024 7:30,2359.505,2360.44,2359.165,2359.265,1596
7/9/2024 7:45,2359.175,2359.31,2358.415,2359.095,1754
7/9/2024 8:00,2359.12,2361.04,2358.59,2360.685,1652
7/9/2024 8:15,2360.7,2362.065,2359.68,2359.835,2045
7/9/2024 8:30,2359.84,2360.05,2358.325,2359.72,1466
7/9/2024 8:45,2359.745,2361.96,2359.655,2361.68,1390
7/9/2024 9:00,2361.695,2363.605,2361.65,2363.39,1790
7/9/2024 9:15,2363.49,2365.18,2362.065,2362.17,1809
7/9/2024 9:30,2362.145,2365.035,2361.98,2364.025,1568
7/9/2024 9:45,2364.03,2365.41,2363.505,2364.32,1092
7/9/2024 10:00,2364.325,2365.695,2363.815,2363.97,1535
7/9/2024 10:15,2363.96,2364.865,2363.365,2363.49,891
7/9/2024 10:30,2363.505,2363.81,2362.19,2363.63,1358
7/9/2024 10:45,2363.64,2364.71,2363.17,2363.185,1168
7/9/2024 11:00,2363.235,2363.255,2360.43,2360.8,1796
7/9/2024 11:15,2360.775,2361.96,2359.825,2360.59,2313
7/9/2024 11:30,2360.53,2361.325,2357.945,2358.065,1660
7/9/2024 11:45,2358.08,2360.875,2357.64,2360.685,1788
7/9/2024 12:00,2360.705,2361.42,2359.64,2360.955,2026
7/9/2024 12:15,2360.905,2360.905,2356.37,2358.31,3298
7/9/2024 12:30,2358.305,2359.175,2356.195,2357.78,3154
7/9/2024 12:45,2357.775,2360.25,2357.06,2360.25,2540
7/9/2024 13:00,2360.205,2364.305,2359.595,2362.325,5615
7/9/2024 13:15,2362.3,2365.435,2362.055,2364,4182
7/9/2024 13:30,2363.995,2367.105,2362.96,2364.99,5084
7/9/2024 13:45,2365.015,2368.545,2364.4,2367.77,3158
7/9/2024 14:00,2367.125,2371.625,2356.695,2360.73,7041
7/9/2024 14:15,2360.79,2363.715,2359.655,2362.735,5350
7/9/2024 14:30,2362.535,2365.225,2360.84,2361.15,4388
7/9/2024 14:45,2361.135,2361.51,2354.16,2355.04,4467
7/9/2024 15:00,2355.1,2358.835,2351.635,2352.555,5659
7/9/2024 15:15,2352.545,2354.905,2349.485,2352.995,4791
7/9/2024 15:30,2353.06,2357.61,2352.745,2357.475,3080
7/9/2024 15:45,2357.48,2362.345,2357.455,2362.135,2997
7/9/2024 16:00,2362.135,2363.215,2360.81,2360.955,2617
7/9/2024 16:15,2360.95,2361.415,2359.72,2360.485,1638
7/9/2024 16:30,2360.615,2360.815,2357.115,2357.205,2825
7/9/2024 16:45,2357.2,2359.235,2356.615,2357.525,2448
7/9/2024 17:00,2357.64,2361.105,2357.64,2360.37,2332
7/9/2024 17:15,2360.58,2362.135,2358.545,2361.515,2197
7/9/2024 17:30,2361.445,2361.795,2360.38,2361.59,1802
7/9/2024 17:45,2361.555,2362.58,2360.595,2361.95,1087
7/9/2024 18:00,2361.81,2363.695,2361.115,2362.85,1625
7/9/2024 18:15,2362.84,2365.075,2362.84,2364.02,1749
7/9/2024 18:30,2363.965,2364.625,2363.72,2364.475,1179
7/9/2024 18:45,2364.36,2365.405,2364.155,2364.645,943
7/9/2024 19:00,2364.635,2365.725,2363.915,2365.105,1343
7/9/2024 19:15,2365.095,2365.095,2363.57,2363.66,1299
7/9/2024 19:30,2363.705,2364.215,2363.115,2363.2,1468
7/9/2024 19:45,2363.205,2364.385,2363.01,2363.635,1511
7/9/2024 20:00,2363.64,2365.065,2363.63,2364.595,695
7/9/2024 20:15,2364.57,2364.73,2363.79,2364.185,478
7/9/2024 20:30,2364.17,2364.445,2363.72,2364.41,355
7/9/2024 20:45,2364.415,2364.695,2363.66,2364.03,280
7/9/2024 22:00,2363.9,2363.9,2363.15,2363.6,195
7/9/2024 22:15,2363.55,2363.81,2363.31,2363.66,231
7/9/2024 22:30,2363.66,2363.97,2363.575,2363.945,308
7/9/2024 22:45,2363.88,2364.545,2363.67,2364.54,232
7/9/2024 23:00,2364.53,2365.43,2364.53,2365.085,203
7/9/2024 23:15,2365.11,2365.375,2364.955,2365.21,317
7/9/2024 23:30,2365.215,2366.17,2365.195,2365.28,587
7/9/2024 23:45,2365.275,2365.335,2364.965,2365.07,620
7/10/2024 0:00,2365.09,2366.66,2364.975,2365.315,1345
7/10/2024 0:15,2365.35,2366.33,2365.285,2366.22,853
7/10/2024 0:30,2366.2,2366.53,2365.155,2365.465,961
7/10/2024 0:45,2365.455,2365.565,2364.52,2364.755,1281
7/10/2024 1:00,2364.79,2365.26,2363.375,2364.245,2248
7/10/2024 1:15,2364.255,2368.14,2364.1,2367.235,2557
7/10/2024 1:30,2367.27,2369.955,2366.935,2369.075,2423
7/10/2024 1:45,2369.08,2369.84,2365.87,2368.3,2258
7/10/2024 2:00,2368.4,2368.4,2367,2368.09,2388
7/10/2024 2:15,2368.1,2368.5,2367.66,2367.91,1594
7/10/2024 2:30,2367.895,2369.335,2367.75,2369.055,1967
7/10/2024 2:45,2369.05,2370.35,2368.3,2369.41,1861
7/10/2024 3:00,2369.445,2369.93,2367.1,2367.515,1692
7/10/2024 3:15,2367.455,2368.58,2366.49,2368.105,1843
7/10/2024 3:30,2368.005,2368.29,2367.445,2367.625,948
7/10/2024 3:45,2367.6,2368.335,2366.81,2368.275,1152
7/10/2024 4:00,2368.285,2368.945,2367.735,2368.73,1663
7/10/2024 4:15,2368.765,2368.815,2366.955,2366.995,1281
7/10/2024 4:30,2366.99,2367.935,2366.65,2367.815,1007
7/10/2024 4:45,2367.75,2367.945,2367.365,2367.81,939
7/10/2024 5:00,2367.8,2368.855,2367.435,2368.31,1091
7/10/2024 5:15,2368.315,2369.295,2367.77,2368.045,831
7/10/2024 5:30,2368.02,2370.405,2367.945,2369.41,1856
7/10/2024 5:45,2369.385,2369.615,2367.6,2368.48,2474
7/10/2024 6:00,2368.49,2369.22,2367.265,2367.775,2326
7/10/2024 6:15,2367.76,2370.415,2367.38,2369.8,2136
7/10/2024 6:30,2369.81,2370.365,2369.025,2370.005,2018
7/10/2024 6:45,2370.01,2372.875,2369.955,2371.995,2967
7/10/2024 7:00,2371.99,2373.91,2371.94,2372.48,1916
7/10/2024 7:15,2372.46,2375.005,2371.5,2374.98,2601
7/10/2024 7:30,2374.97,2375.055,2373.26,2373.35,2229
7/10/2024 7:45,2373.35,2373.355,2371.925,2372.775,2137
7/10/2024 8:00,2372.725,2373.495,2371.565,2373.465,1806
7/10/2024 8:15,2373.47,2373.95,2372.525,2373.275,2335
7/10/2024 8:30,2373.285,2374.295,2372.72,2374.145,1974
7/10/2024 8:45,2374.13,2374.135,2372.485,2372.88,1453
7/10/2024 9:00,2372.875,2373.095,2371.98,2372.77,2026
7/10/2024 9:15,2372.765,2373.465,2371.78,2371.78,1449
7/10/2024 9:30,2371.805,2374.295,2371.79,2373.1,1341
7/10/2024 9:45,2373.085,2373.295,2371.76,2371.955,864
7/10/2024 10:00,2371.935,2373.51,2371.895,2373.45,1430
7/10/2024 10:15,2373.38,2374.195,2373.2,2373.93,1177
7/10/2024 10:30,2373.94,2375.43,2373.625,2373.63,1668
7/10/2024 10:45,2373.615,2373.88,2371.82,2372.565,1225
7/10/2024 11:00,2372.56,2374.045,2372.515,2373.545,1362
7/10/2024 11:15,2373.54,2374.505,2373.355,2373.56,1232
7/10/2024 11:30,2373.555,2377.335,2373.53,2377.115,1964
7/10/2024 11:45,2377.13,2378.435,2376.935,2378.435,1846
7/10/2024 12:00,2378.42,2379.045,2377.87,2377.98,2091
7/10/2024 12:15,2377.975,2381.675,2377.32,2380.085,3175
7/10/2024 12:30,2379.98,2381.89,2379.305,2380.55,2391
7/10/2024 12:45,2380.605,2381.33,2377.84,2377.89,2602
7/10/2024 13:00,2377.885,2379.32,2376.27,2379.045,4249
7/10/2024 13:15,2379.07,2380.665,2377.995,2380.575,3449
7/10/2024 13:30,2380.615,2381.735,2378.225,2381.015,5687
7/10/2024 13:45,2381.07,2386.73,2380.795,2383.385,4992
7/10/2024 14:00,2383.395,2385.235,2381.925,2383.62,4365
7/10/2024 14:15,2383.635,2384.64,2377.82,2379.125,4628
7/10/2024 14:30,2379.235,2379.29,2374.025,2377.12,3636
7/10/2024 14:45,2377.07,2377.995,2374.84,2374.925,3466
7/10/2024 15:00,2374.855,2377.435,2374.14,2377.11,2571
7/10/2024 15:15,2377.085,2379.38,2374.455,2379.095,2449
7/10/2024 15:30,2379.125,2380.83,2379.125,2379.83,2207
7/10/2024 15:45,2379.855,2380.875,2378.55,2378.795,2155
7/10/2024 16:00,2378.915,2381.435,2378.52,2380.385,2441
7/10/2024 16:15,2380.315,2380.83,2377.785,2378.7,1559
7/10/2024 16:30,2378.69,2379.12,2376.725,2377.64,1686
7/10/2024 16:45,2377.645,2378.59,2377.39,2377.935,2029
7/10/2024 17:00,2377.925,2378.63,2375.82,2376.45,2144
7/10/2024 17:15,2376.365,2376.575,2371.78,2373.22,2729
